name,latitude,longitude,type,rating,comment,status
Charles W Cooke Farm Garden,40.85253332,-73.89452952,C,N/A,"C, Just Outside Playground, Out in Open",Active
Shore Park and Parkway,40.63200122,-74.03863484,D,N/A,"D, Under Tree",Active
John V. Lindsay East River Park,40.72044885,-73.97341336,E Wheelchair,N/A,"E Wheelchair, Near Ballfield, Just Outside Playground",Active
Dyker Beach Park,40.61141176,-74.01593855,C,N/A,"C, Near Ballfield",Active
Bushwick Playground,40.6961779,-73.91204488,Other,N/A,"Other, Just Outside Playground, Near Ballfield",Active
Van Voorhees Park,40.68964126,-73.99952438,CS Concrete,N/A,"CS Concrete, In Playground",Active
Underhill Playground,40.67657432,-73.96570802,C,N/A,"C, Under Tree, In Playground",Active
Jacob Joffe Fields,40.62500755,-73.91941688,A,N/A,"A, Out in Open, Near Ballfield",Active
John J Carty Park,40.61299544,-74.03015411,A,N/A,"A, In Playground",Active
John V. Lindsay East River Park,40.71373679,-73.97572915,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Rodney Playground Center,40.70978703,-73.95584492,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Shade",Active
Gilbert Ramirez Park,40.70600926,-73.93457354,D,N/A,"D, Under Tree, In Playground",Active
Cunningham Park,40.73916582,-73.76514013,CS Concrete,N/A,"CS Concrete, In Playground, Near Ballfield",Active
Rockaway Beach,40.57775644,-73.83610438,Trough,N/A,"Trough, Out in Open",Active
John Jay Park,40.76988883,-73.94924377,B,N/A,"B, Under Tree",Active
Manhattan Beach Park,40.57593377,-73.94634944,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Marcy Playground,40.69537821,-73.95091343,C,N/A,"C, Near Ballfield",Active
Davidson Playground,40.85498188,-73.90770002,C,N/A,"C, In Playground, Under Tree",Active
Neptune Playground,40.57843788,-73.98061427,C,N/A,"C, Under Tree, Out in Open, In Shade, In Playground",Active
Spuyten Duyvil Playground,40.88712832,-73.9160016,CS Metal,N/A,"CS Metal, Out in Open",Active
Elmhurst Park,40.72921789,-73.88508802,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
West 4th Street Courts,40.73096211,-74.00101137,A,N/A,"A, Under Tree",Active
East River Playground,40.78923593,-73.93785557,A,N/A,"A, Near Ballfield",Active
Baisley Pond Park,40.67393174,-73.78525862,C,N/A,"C, Out in Open",Active
Luna Park,40.57588432,-73.97747598,A,N/A,"A, In Playground, Out in Open",Active
Great Kills Park,40.56412131,-74.09753153,C,N/A,"C, Just Outside Playground",Active
Webster Playground,40.8594966,-73.89297815,E High Low,N/A,"E High Low, In Playground, Under Tree",Active
Louis Pasteur Park,40.76187768,-73.7354303,A,N/A,"A, In Playground",Active
Harlem River Park,40.80685305,-73.93460395,B,N/A,"B, Near Ballfield",Active
Morningside Park,40.80298225,-73.95877005,C,N/A,"C, Near Ballfield, Just Outside Playground",Active
Paul Raimonda Playground,40.77255742,-73.89745984,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground",Active
Merriam Playground,40.8390639,-73.92605558,C,N/A,"C, Under Tree, In Shade, In Playground",Active
Crispus Attucks Playground,40.681624,-73.95902679,E Wheelchair,N/A,"E Wheelchair, Under Tree, Just Outside Playground",Active
Lyons Pool,40.63720474,-74.07379159,D,N/A,"D, Out in Open",Active
Central Park,40.79981855,-73.95743222,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Andrew Haswell Green Park,40.76006939,-73.95712571,F Dog,N/A,"F Dog, In Shade",Active
City Line Park,40.67914338,-73.87585943,A,N/A,"A, Out in Open, Near Ballfield",Active
Williamsbridge Oval,40.87873305,-73.87615094,C,N/A,"C, Out in Open",Active
Van Cortlandt Park,40.89375299,-73.89604047,F High Low,N/A,"F High Low, Out in Open",Active
Freshkills Park,40.56070304,-74.19592474,Pedestal,N/A,"Pedestal, Near Ballfield",Active
Alley Pond Park,40.74319004,-73.7421359,A,N/A,"A, Near Ballfield",Active
Central Park,40.78221691,-73.96823847,B,N/A,"B, Under Tree, In Shade",Active
Mullaly Park,40.83413693,-73.9237424,A,N/A,"A, Out in Open",Active
Gonzalo Plasencia Playground,40.65292702,-74.00836302,C,N/A,"C, In Playground",Active
Grand Central Parkway Extension,40.76319647,-73.86017932,C,N/A,"C, Under Tree",Active
Midland Field,40.57620046,-74.09750011,A,N/A,"A, Near Ballfield",Active
Recreational Area,40.8298403,-73.95238159,Bottle Filler High Low,N/A,"Bottle Filler High Low, In Playground, Under Tree",Active
Wards Island Park,40.78806518,-73.9334123,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Tecumseh Playground,40.78194505,-73.9785151,F High Low,N/A,"F High Low, Under Tree, Just Outside Playground, Near Ballfield",Active
Central Park,40.77107049,-73.96884052,E Wheelchair Dog,N/A,"E Wheelchair Dog, In Shade, Out in Open, Under Tree",Active
Bath Beach Park,40.60191102,-74.01109176,A,N/A,"A, Near Ballfield",Active
Lopez Playground,40.61166492,-74.08507436,Other,N/A,"Other, In Shade",Active
Audubon Playground,40.8415578,-73.93791162,D,N/A,"D, Under Tree, In Playground",Active
Harvey Park,40.78292461,-73.82354823,A,N/A,"A, Just Outside Playground",Active
City Hall Park,40.7128313,-74.00515385,E Wheelchair,N/A,"E Wheelchair, Under Tree",Active
Central Park,40.76992141,-73.97589661,E Wheelchair,N/A,"E Wheelchair, Near Ballfield, Out in Open",Active
Jackie Robinson Park,40.68014216,-73.92768522,A,N/A,"A, Under Tree, In Playground",Active
Highland Park,40.68435784,-73.88672259,A,N/A,"A, Out in Open",Active
Mosholu Parkway,40.87796409,-73.88260666,A,N/A,"A, Under Tree, In Shade, In Playground",Active
Flushing Meadows Corona Park,40.74805337,-73.84144284,C,N/A,"C, Under Tree",Active
Jerome Playground,40.65884863,-73.8795094,D,N/A,"D, Out in Open, Just Outside Playground",Active
Bildersee Playground,40.63579522,-73.91164364,A,N/A,"A, Out in Open, Just Outside Playground",Active
Detective William T. Gunn Park,40.73126865,-73.7317817,A,N/A,"A, Under Tree",Active
Marconi Park,40.69409846,-73.79545986,C,N/A,"C, Near Ballfield",Active
Abigail Playground,40.81747418,-73.9047326,D,N/A,"D, Out in Open, In Playground",Active
Grand Central Parkway Extension,40.73707269,-73.84569117,CS Concrete,N/A,"CS Concrete, Out in Open",Active
Greencroft Playground,40.55202806,-74.13614225,A,N/A,"A, Out in Open",Active
LaGuardia Landing Lights,40.76224091,-73.89001673,D,N/A,"D, Near Ballfield",Active
Gravesend Park,40.62296304,-73.98398988,C,N/A,"C, Near Ballfield, In Shade",Active
Crotona Park,40.84023897,-73.8981366,A,N/A,"A, Out in Open",Active
Glen Oaks Oval,40.74936938,-73.71490633,A,N/A,"A, Near Ballfield",Active
Beach 17 Playground,40.59486434,-73.75082549,A,N/A,"A, Near Ballfield",Active
Haffen Park,40.87285053,-73.83987768,A,N/A,"A, Near Ballfield, In Shade",Active
West Playground,40.58700337,-73.97010984,C,N/A,"C, Under Tree, In Shade, In Playground",Active
Coney Island Beach & Boardwalk,40.57290872,-73.98120037,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Coney Island Beach & Boardwalk,40.57270486,-73.98290544,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Dyker Beach Park,40.61364008,-74.01366358,A,N/A,"A, Near Ballfield",Active
J. Hood Wright Park,40.84592959,-73.94090719,E Wheelchair,N/A,"E Wheelchair, In Playground",Active
Merriam Playground,40.84065998,-73.92669309,A,N/A,"A, In Shade",Active
Van Voorhees Park,40.69050212,-73.99959213,C,N/A,"C, Near Ballfield",Active
Isham Park,40.87211388,-73.92018417,A,N/A,"A, Near Ballfield",Active
Rodney Playground North,40.71100768,-73.95504521,A,N/A,"A, In Shade, In Playground",Active
Central Park,40.7916438,-73.95554318,E Wheelchair,N/A,"E Wheelchair, Near Ballfield, Under Tree, In Shade",Active
Margaret I. Carman Green - Weeping Beech,40.76345937,-73.82480428,CS Concrete,N/A,"CS Concrete, Just Outside Playground",Active
James J Walker Park,40.72992785,-74.00610632,D,N/A,"D, Under Tree, Just Outside Playground, Near Ballfield, In Shade",Active
Van Cortlandt Park,40.89340009,-73.88241663,D,N/A,"D, Near Ballfield",Active
Howard Playground,40.67157326,-73.90824911,A,N/A,"A, Under Tree, In Shade",Active
Pelham Bay Park,40.85123625,-73.82600986,C,N/A,"C, In Playground",Active
Roberto Clemente Ballfield,40.70660438,-73.96736353,A,N/A,"A, Near Ballfield",Active
Marine Park,40.6082439,-73.93710991,F High Low,N/A,"F High Low, Just Outside Playground",Active
Bellaire Playground,40.72149173,-73.75790863,A,N/A,"A, In Playground",Active
Detective William T. Gunn Park,40.73142954,-73.73208713,D,N/A,"D, Under Tree",Active
Van Cortlandt Park,40.90067159,-73.87076528,D,N/A,"D, Out in Open, Near Ballfield",Active
Mazzei Playground,40.86259382,-73.85824057,D,N/A,"D, Out in Open, Just Outside Playground",Active
Benson Playground,40.60233083,-74.0020372,CS Concrete,N/A,"CS Concrete, In Shade",Active
Vidalia Park,40.84366696,-73.88195753,C,N/A,C,Active
McCarren Park,40.72038676,-73.95192276,E Wheelchair,N/A,"E Wheelchair, Out in Open, Near Ballfield, Under Tree",Active
Bruckner Playground,40.8268799,-73.8287862,Other,N/A,"Other, Out in Open, In Playground",Active
Pelham Bay Park,40.86924666,-73.79121147,A,N/A,"A, Under Tree",Active
Arverne Playground,40.59253698,-73.78524774,A,N/A,"A, Under Tree",Active
Rockaway Beach Boardwalk,40.58612859,-73.80159262,Trough,N/A,"Trough, Out in Open",Active
Detective Keith L Williams Park,40.70260957,-73.78357852,A,N/A,"A, Under Tree",Active
Mafera Park,40.70592507,-73.89136559,C,N/A,"C, In Playground",Active
Dyker Beach Park,40.60712441,-74.01690518,A,N/A,"A, In Playground",Active
Fort Washington Park,40.83991397,-73.94791314,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground, In Shade",Active
Carl Schurz Park,40.77589415,-73.94362861,E Wheelchair Dog,N/A,"E Wheelchair Dog, Out in Open",Active
Marcus Garvey Park,40.8044907,-73.94490717,D,N/A,"D, Near Ballfield",Active
Prospect Park,40.6687999,-73.97164851,C,N/A,"C, Out in Open",Active
Dean Playground,40.68067595,-73.97289884,Other,N/A,"Other, Out in Open",Active
Middleton Playground,40.70067629,-73.95493283,C,N/A,"C, Just Outside Playground",Active
Locust Manor Playground,40.68568765,-73.7565258,D,N/A,"D, In Playground",Active
Starr Playground,40.70988872,-73.91771284,D,N/A,"D, Under Tree",Active
Sohncke Square,40.74550537,-73.9061893,Other,N/A,"Other, Out in Open",Active
Russell Pedersen Playground,40.62613306,-74.03643234,A,N/A,"A, In Playground",Active
Union Square Park,40.73626704,-73.9896199,CS Metal,N/A,"CS Metal, In Playground, Under Tree",Active
Battery Park City,40.71571999,-74.01460038,Trough,N/A,"Trough, In Shade, Near Ballfield",Active
Sidney Hillman Playground,40.71526756,-73.97974857,A,N/A,"A, Near Ballfield, In Playground",Active
Calvert Vaux Park,40.58705811,-73.99261414,E Wheelchair,N/A,"E Wheelchair, Under Tree, In Shade, Out in Open",Active
Pugsley Creek Park,40.81415332,-73.85609768,F Dog,N/A,"F Dog, In Playground",Active
Eastchester Playground,40.86980904,-73.85260685,CS Metal,N/A,"CS Metal, In Playground",Active
Van Cortlandt Park,40.88370153,-73.88165104,A,N/A,"A, Under Tree, In Shade",Active
Rev Lena Irons Unity Park,40.83099175,-73.90686211,C,N/A,"C, Out in Open",Active
St. Nicholas Park,40.81369687,-73.95104519,C,N/A,"C, In Playground, Under Tree",Active
Prospect Park,40.65488278,-73.97273052,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground",Active
Spring Creek Park,40.64898242,-73.87299852,E Wheelchair,N/A,"E Wheelchair, Near Ballfield",Active
Raymond Bush Playground,40.68660181,-73.9391456,C,N/A,"C, In Playground",Active
Hillside Park,40.7413031,-73.71320185,A,N/A,"A, Out in Open",Active
Lawrence Virgilio Playground,40.74736579,-73.91110838,D,N/A,"D, Out in Open",Active
Grover Cleveland Playground,40.71106944,-73.91085288,C,N/A,"C, In Playground",Active
Travers Park,40.75421699,-73.88929402,E Wheelchair Child,N/A,"E Wheelchair Child, Out in Open, Just Outside Playground",Active
Breininger Park,40.72596196,-73.72879564,C,N/A,"C, Out in Open",Active
St. Mary's Park,40.81265381,-73.91348099,CS Metal,N/A,"CS Metal, Out in Open, In Playground",Active
Conch Playground,40.59608098,-73.78116617,Bottle Filler High Low,N/A,"Bottle Filler High Low, Near Ballfield",Active
Leif Ericson Park,40.63003699,-74.01067034,E Wheelchair,N/A,"E Wheelchair, Under Tree",Active
Walt Whitman Park,40.69858729,-73.98952641,E Wheelchair,N/A,"E Wheelchair, Out in Open",Active
Crotona Park,40.84108925,-73.8974159,A,N/A,"A, In Playground",Active
Crocheron Park,40.77256621,-73.76781916,A,N/A,"A, Near Ballfield",Active
Saratoga Park,40.68511008,-73.91911361,CS Concrete,N/A,"CS Concrete, In Playground",Active
Madison Square Park,40.74187521,-73.98849169,E Wheelchair,N/A,"E Wheelchair, In Shade, Under Tree",Active
Francis Lewis Park,40.7964605,-73.82477507,E High Low,N/A,"E High Low, Under Tree, In Playground",Active
John V. Lindsay East River Park,40.72313888,-73.97347893,A,N/A,"A, Near Ballfield",Active
Dr. Charles R. Drew Park,40.6801906,-73.8025434,C,N/A,"C, In Playground",Active
Dimattina Playground,40.67976273,-74.00296654,F Dog,N/A,"F Dog, Out in Open",Active
Breukelen Ballfields,40.65395568,-73.8936135,A,N/A,"A, Out in Open, In Playground",Active
Harding Park,40.81017378,-73.85687402,C,N/A,"C, In Playground",Active
Flushing Meadows Corona Park,40.7448038,-73.83875572,A,N/A,"A, Out in Open",Active
Real Good Park,40.73541594,-73.85727298,A,N/A,"A, In Playground",Active
Jennifer's Playground,40.61989725,-74.1634522,C,N/A,"C, Under Tree",Active
Marble Hill Playground,40.87772035,-73.90804598,A,N/A,"A, Out in Open",Active
Brookville Park,40.66105174,-73.74637864,C,N/A,"C, Near Ballfield",Active
Oxport Playground,40.69761377,-73.97613232,C,N/A,"C, Out in Open, Just Outside Playground",Active
Astoria Park,40.77532813,-73.92453167,D,N/A,"D, In Playground",Active
Dawson Playground,40.81943832,-73.89817721,A,N/A,"A, In Playground",Active
Utopia Playground,40.73082946,-73.79237257,C,N/A,"C, Under Tree, In Playground",Active
Centreville Playground,40.67049372,-73.83928028,D,N/A,"D, Near Ballfield",Active
North Shore Esplanade,40.64821127,-74.08383942,A,N/A,"A, Out in Open",Active
Riverside Park,40.82568208,-73.95383535,A,N/A,"A, In Playground",Active
Bushwick Playground,40.69597118,-73.91196306,C,N/A,"C, Out in Open, Just Outside Playground",Active
Nelson Playground,40.83473485,-73.9270728,A,N/A,"A, Under Tree",Active
Korean War Veterans Plaza,40.69299819,-73.98991465,Other,N/A,"Other, Out in Open",Active
Nathan Straus Playground,40.71905779,-73.98402879,D,N/A,"D, In Playground, Near Ballfield",Active
Baisley Pond Park,40.67698801,-73.78657644,E Wheelchair,N/A,"E Wheelchair, In Shade",Active
Grace Playground,40.67103136,-73.89463249,A,N/A,"A, Near Ballfield",Active
Parade Ground,40.65033528,-73.96837051,A,N/A,"A, Under Tree, Near Ballfield",Active
Sternberg Park,40.70659984,-73.94659445,A,N/A,"A, Near Ballfield, Under Tree",Active
Flushing Meadows Corona Park,40.74414771,-73.84518541,D,N/A,"D, Out in Open",Active
Flushing Meadows Corona Park,40.75034613,-73.83668734,A,N/A,"A, Out in Open",Active
Saul Weprin Playground,40.74787439,-73.77613683,C,N/A,"C, In Playground",Active
Col. Young Playground,40.8187504,-73.93544148,D,N/A,"D, Near Ballfield",Active
Parade Ground,40.6513347,-73.96938252,A,N/A,"A, Out in Open, Near Ballfield",Active
Van Cortlandt Park,40.90694105,-73.89600044,A,N/A,"A, Near Ballfield, Under Tree",Active
Riverside Park South,40.77489174,-73.99227638,D,N/A,"D, Out in Open",Active
Franz Sigel Park,40.82129485,-73.92637477,A,N/A,"A, Out in Open",Active
Thomas Jefferson Park,40.79354429,-73.93603443,A,N/A,"A, Just Outside Playground",Active
Juniper Valley Park,40.72071654,-73.87743505,A,N/A,"A, Just Outside Playground",Active
Albert J. Parham Playground,40.69022723,-73.97061303,A,N/A,"A, Just Outside Playground",Active
Markham Playground,40.62441127,-74.14570041,A,N/A,"A, Under Tree",Active
Central Park,40.77325238,-73.97712037,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground",Active
Hope Ballfield,40.69753714,-73.91683028,Other,N/A,"Other, Near Ballfield, Out in Open",Active
Lincoln Terrace / Arthur S. Somers Park,40.66628945,-73.92702834,C,N/A,"C, Out in Open",Active
Manhattan Beach Park,40.57736699,-73.93998506,C,N/A,"C, Out in Open",Active
Vincent F. Albano Jr. Playground,40.74195989,-73.97861687,A,N/A,"A, Under Tree",Active
Riverside Park,40.79764399,-73.9767485,B,N/A,"B, Out in Open",Active
Allen Mall One,40.7110447,-73.9921245,F Dog,N/A,"F Dog, Out in Open",Active
Bushwick Inlet Park,40.72206395,-73.96149927,Trough,N/A,"Trough, Under Tree, In Shade, Near Ballfield",Active
Spirit Playground,40.76124994,-73.9412593,E Wheelchair Child,N/A,"E Wheelchair Child, In Playground",Active
Leif Ericson Park,40.63517174,-74.01914632,C,N/A,"C, Near Ballfield",Active
Tanahey Playground,40.7100569,-73.99590306,C,N/A,"C, In Playground, Under Tree",Active
Little Bay Park,40.78856172,-73.79138862,C,N/A,"C, Near Ballfield",Active
Herbert Von King Park,40.68965454,-73.94596416,C,N/A,"C, Under Tree, In Playground",Active
St. James Park,40.86529713,-73.89853231,E Wheelchair Child,N/A,"E Wheelchair Child, Out in Open",Active
Golconda Playground,40.69770365,-73.98286366,C,N/A,"C, Out in Open, In Playground",Active
Louis Pasteur Park,40.76235506,-73.73598359,Other,N/A,"Other, In Playground",Active
Robert E. Venable Park,40.67461412,-73.86574943,C,N/A,"C, Just Outside Playground",Active
Rufus King Park,40.70329403,-73.80355161,A,N/A,"A, Out in Open",Active
Wolfe's Pond Park,40.51642763,-74.19096429,A,N/A,"A, Out in Open",Active
Canarsie Park,40.63074084,-73.89336967,A,N/A,"A, In Playground, Out in Open",Active
Downing Street Playground,40.72983232,-74.00278469,D,N/A,"D, Under Tree, In Shade, In Playground",Active
Cunningham Park,40.73836779,-73.77194299,D,N/A,"D, Near Ballfield",Active
Cunningham Park,40.7393904,-73.76464612,A,N/A,"A, Out in Open, Near Ballfield",Active
Riverside Park,40.80216255,-73.97299681,E Wheelchair,N/A,"E Wheelchair, Near Ballfield, Under Tree",Active
The High Line,40.74463083,-74.00697302,Other,N/A,"Other, Out in Open",Active
Inwood Hill Park,40.87028766,-73.92205764,C,N/A,"C, In Playground",Active
Macombs Dam Park,40.82767069,-73.92693691,Trough,N/A,"Trough, Out in Open, Near Ballfield",Active
Highbridge Park,40.84209561,-73.9264282,E Wheelchair,N/A,"E Wheelchair, Under Tree",Active
Thomas Boyland Park,40.68201938,-73.907489,Bottle Filler High Low,N/A,"Bottle Filler High Low, Just Outside Playground, Near Ballfield, Out in Open",Active
Scarangella Park,40.59541814,-73.98420501,E Wheelchair,N/A,"E Wheelchair, Near Ballfield, Out in Open",Active
Beach 59th St Playground,40.58904623,-73.78895544,D,N/A,"D, In Playground",Active
Gen. Douglas MacArthur Park,40.58593038,-74.10065088,A,N/A,"A, Just Outside Playground",Active
Kelly Park,40.60457739,-73.95633664,D,N/A,"D, In Playground",Active
Veterans Grove,40.74254903,-73.87769353,E Wheelchair,N/A,"E Wheelchair, Under Tree, Just Outside Playground",Active
